State Name,Block Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,District Name
TAMIL NADU,ALANGAYAM,30031,30027,3284,4318,22425,24047,37900,24029,37795,VELLORE
TAMIL NADU,ANAICUT,26627,26198,5923,1509,18766,21681,32550,21681,32550,VELLORE
TAMIL NADU,ARAKONAM,16510,16510,6237,414,9859,12023,18732,12023,18732,VELLORE
TAMIL NADU,ARCOT,23309,23208,5098,130,17980,20223,35039,20213,35014,VELLORE
TAMIL NADU,GUDIYATHAM,28396,28209,10107,181,17921,27195,35964,27193,35961,VELLORE
TAMIL NADU,JOLARPET,30858,30653,3408,702,26543,26685,49192,26685,49192,VELLORE
TAMIL NADU,K.V. KUPPAM,27341,27329,6918,95,20316,18917,21211,18917,21211,VELLORE
TAMIL NADU,KANDHILI,37224,37224,5532,311,31381,29818,49811,29818,49811,VELLORE
TAMIL NADU,KANIYAMBADI,18508,18455,3058,82,15315,13034,16517,13013,16489,VELLORE
TAMIL NADU,KATPADI,21447,21447,4829,61,16557,12400,16959,12399,16955,VELLORE
TAMIL NADU,KAVERIPAKKAM,36374,36371,9919,818,25634,33109,57747,33110,57748,VELLORE
TAMIL NADU,MADHANUR,18839,18828,7706,710,10412,14955,22679,14949,22660,VELLORE
TAMIL NADU,NATRAMPALLI,21607,21603,3494,62,18047,18410,29983,18410,29983,VELLORE
TAMIL NADU,NEMILI,32355,32348,9128,482,22738,26366,40841,26366,40841,VELLORE
TAMIL NADU,PERNAMBET,30001,29999,14074,398,15527,19552,26555,19539,26540,VELLORE
TAMIL NADU,SHOLINGHUR,27432,27426,4243,399,22784,20408,28334,20408,28334,VELLORE
TAMIL NADU,THIMIRI,25968,25967,7436,162,18369,22581,39935,22572,39907,VELLORE
TAMIL NADU,THIRUPATHUR,28131,28128,7427,275,20426,20346,32253,20346,32253,VELLORE
TAMIL NADU,VELLORE,14229,14127,4448,138,9541,7668,10007,7668,10007,VELLORE
TAMIL NADU,WALAJAH,23776,23776,3626,48,20102,21575,29528,21575,29527,VELLORE
TAMIL NADU,CHINNASALEM,34765,34452,13306,28,21118,30855,61916,30854,61911,VILLUPURAM
TAMIL NADU,GINGEE,66208,65065,11352,1079,52634,51361,78089,51361,78089,VILLUPURAM
TAMIL NADU,KALLAKURICHI,41116,41069,14520,14,26535,37499,96359,37495,96332,VILLUPURAM
TAMIL NADU,KALRAYAN HILLS,14556,14473,383,12098,1992,12126,24562,12126,24562,VILLUPURAM
TAMIL NADU,KANAI,38587,38377,9227,650,28500,33604,72579,33594,72522,VILLUPURAM
TAMIL NADU,KANDAMANGALAM,40677,40432,15471,61,24900,32603,55026,32603,55026,VILLUPURAM
TAMIL NADU,KOLIYANUR,33606,33413,10327,80,23006,26914,60595,26914,60595,VILLUPURAM
TAMIL NADU,MAILAM,35545,35271,11041,380,23850,31002,59628,31002,59622,VILLUPURAM
TAMIL NADU,MELMALAYANUR,52499,52022,10562,762,40698,39879,74681,39879,74679,VILLUPURAM
TAMIL NADU,MERKANAM,40833,40495,15158,560,24777,33224,60462,33224,60462,VILLUPURAM
TAMIL NADU,MUGAIYUR,43752,43282,13019,200,30063,37974,82077,37974,82073,VILLUPURAM
TAMIL NADU,OLAKKUR,32683,32150,10854,596,20700,28093,61261,28077,61201,VILLUPURAM
TAMIL NADU,RISHIVANDIYAM,36857,36620,12680,1,23939,32034,60585,32034,60585,VILLUPURAM
TAMIL NADU,SANKARAPURAM,40243,39475,10785,506,28184,29921,60108,29921,60091,VILLUPURAM
TAMIL NADU,T.V. NALLUR,53444,52405,14939,58,37408,38250,73172,38242,73121,VILLUPURAM
TAMIL NADU,THIYAGADURGAM,26164,26011,10463,27,15521,22152,51436,22152,51434,VILLUPURAM
TAMIL NADU,TIRUKOILUR,35555,35371,11232,85,24054,30536,67801,30536,67795,VILLUPURAM
TAMIL NADU,TIRUNAVALUR,40753,38030,11633,49,26348,22128,40014,22128,40014,VILLUPURAM
TAMIL NADU,ULUNDURPET,36828,36674,12227,22,24425,32721,75308,32720,75305,VILLUPURAM
TAMIL NADU,VALLAM,33706,33522,8296,791,24435,30646,63611,30642,63584,VILLUPURAM
TAMIL NADU,VANUR,43031,42603,16131,415,26057,32782,56144,32778,56139,VILLUPURAM
TAMIL NADU,VIKKIRAVANDI,33548,33410,10769,251,22390,31715,73109,31715,73108,VILLUPURAM
TAMIL NADU,ARUPPUKOTTAI,20633,20552,2925,29,17598,19033,22584,19033,22584,VIRUDHUNAGAR
TAMIL NADU,KARIAPATTI,23303,23140,5575,0,17565,20769,29499,20769,29499,VIRUDHUNAGAR
TAMIL NADU,NARIKUDI,20661,20550,5043,40,15467,19001,30590,19001,30590,VIRUDHUNAGAR
TAMIL NADU,RAJAPALAYAM,28477,28389,12698,23,15668,18096,22187,18096,22187,VIRUDHUNAGAR
TAMIL NADU,SATTUR,24130,23907,7798,21,16088,13961,16520,13961,16520,VIRUDHUNAGAR
TAMIL NADU,SIVAKASI,40706,39475,9245,41,30189,21414,25436,21414,25434,VIRUDHUNAGAR
TAMIL NADU,SRIVILLIPUTHUR,25314,24736,10580,48,14108,16103,20066,16103,20066,VIRUDHUNAGAR
TAMIL NADU,TIRUCHULI,24278,24050,4002,76,19972,22362,34591,22362,34591,VIRUDHUNAGAR
TAMIL NADU,VEMBAKOTTAI,26736,25745,5674,70,20001,14600,16937,14598,16934,VIRUDHUNAGAR
TAMIL NADU,VIRUDHUNAGAR,29609,29183,9548,5,19630,19577,25468,19577,25468,VIRUDHUNAGAR
TAMIL NADU,WATRAP,24123,23262,10672,38,12552,18254,24938,18254,24937,VIRUDHUNAGAR
